NAME,population_estimate,population_margin,state,county,tract,block group
"Block Group 2, Census Tract 60.01, Multnomah County, Oregon",754,83,41,51,6001,2
"Block Group 1, Census Tract 65.01, Multnomah County, Oregon",2035,376,41,51,6501,1
"Block Group 2, Census Tract 65.01, Multnomah County, Oregon",2114,315,41,51,6501,2
"Block Group 3, Census Tract 65.01, Multnomah County, Oregon",1890,332,41,51,6501,3
"Block Group 1, Census Tract 72.02, Multnomah County, Oregon",3448,317,41,51,7202,1
"Block Group 1, Census Tract 79, Multnomah County, Oregon",1442,274,41,51,7900,1
"Block Group 2, Census Tract 79, Multnomah County, Oregon",2988,341,41,51,7900,2
"Block Group 2, Census Tract 82.02, Multnomah County, Oregon",3374,875,41,51,8202,2
"Block Group 1, Census Tract 82.02, Multnomah County, Oregon",2451,593,41,51,8202,1
"Block Group 3, Census Tract 82.02, Multnomah County, Oregon",3331,956,41,51,8202,3
"Block Group 2, Census Tract 83.02, Multnomah County, Oregon",2606,396,41,51,8302,2
"Block Group 1, Census Tract 83.02, Multnomah County, Oregon",1948,428,41,51,8302,1
"Block Group 1, Census Tract 93.02, Multnomah County, Oregon",3269,403,41,51,9302,1
"Block Group 2, Census Tract 93.02, Multnomah County, Oregon",1345,263,41,51,9302,2
"Block Group 2, Census Tract 97.01, Multnomah County, Oregon",1045,247,41,51,9701,2
"Block Group 1, Census Tract 97.01, Multnomah County, Oregon",2742,406,41,51,9701,1
"Block Group 3, Census Tract 97.01, Multnomah County, Oregon",1981,453,41,51,9701,3
"Block Group 2, Census Tract 103.03, Multnomah County, Oregon",2864,567,41,51,10303,2
"Block Group 1, Census Tract 103.03, Multnomah County, Oregon",2857,581,41,51,10303,1
"Block Group 7, Census Tract 1, Multnomah County, Oregon",1001,269,41,51,100,7
"Block Group 6, Census Tract 1, Multnomah County, Oregon",810,238,41,51,100,6
"Block Group 3, Census Tract 1, Multnomah County, Oregon",819,320,41,51,100,3
"Block Group 5, Census Tract 1, Multnomah County, Oregon",624,160,41,51,100,5
"Block Group 1, Census Tract 1, Multnomah County, Oregon",847,261,41,51,100,1
"Block Group 2, Census Tract 1, Multnomah County, Oregon",1098,282,41,51,100,2
"Block Group 4, Census Tract 1, Multnomah County, Oregon",1181,284,41,51,100,4
"Block Group 2, Census Tract 6.02, Multnomah County, Oregon",2584,588,41,51,602,2
"Block Group 3, Census Tract 6.02, Multnomah County, Oregon",1488,520,41,51,602,3
"Block Group 4, Census Tract 6.02, Multnomah County, Oregon",1230,380,41,51,602,4
"Block Group 1, Census Tract 6.02, Multnomah County, Oregon",861,251,41,51,602,1
"Block Group 3, Census Tract 8.01, Multnomah County, Oregon",1110,291,41,51,801,3
"Block Group 1, Census Tract 8.01, Multnomah County, Oregon",1089,265,41,51,801,1
"Block Group 4, Census Tract 8.01, Multnomah County, Oregon",1100,198,41,51,801,4
"Block Group 2, Census Tract 8.01, Multnomah County, Oregon",1530,385,41,51,801,2
"Block Group 3, Census Tract 29.01, Multnomah County, Oregon",856,144,41,51,2901,3
"Block Group 1, Census Tract 29.01, Multnomah County, Oregon",976,203,41,51,2901,1
"Block Group 4, Census Tract 29.01, Multnomah County, Oregon",1612,290,41,51,2901,4
"Block Group 2, Census Tract 29.01, Multnomah County, Oregon",988,184,41,51,2901,2
"Block Group 2, Census Tract 36.03, Multnomah County, Oregon",910,149,41,51,3603,2
"Block Group 1, Census Tract 36.03, Multnomah County, Oregon",661,121,41,51,3603,1
"Block Group 2, Census Tract 40.02, Multnomah County, Oregon",916,164,41,51,4002,2
"Block Group 3, Census Tract 40.02, Multnomah County, Oregon",1422,221,41,51,4002,3
"Block Group 1, Census Tract 40.02, Multnomah County, Oregon",2529,298,41,51,4002,1
"Block Group 4, Census Tract 40.02, Multnomah County, Oregon",1487,338,41,51,4002,4
"Block Group 3, Census Tract 41.02, Multnomah County, Oregon",1155,308,41,51,4102,3
"Block Group 4, Census Tract 41.02, Multnomah County, Oregon",1626,425,41,51,4102,4
"Block Group 1, Census Tract 41.02, Multnomah County, Oregon",1360,384,41,51,4102,1
"Block Group 2, Census Tract 41.02, Multnomah County, Oregon",1156,318,41,51,4102,2
"Block Group 1, Census Tract 43, Multnomah County, Oregon",1080,92,41,51,4300,1
"Block Group 1, Census Tract 45, Multnomah County, Oregon",2428,264,41,51,4500,1
"Block Group 1, Census Tract 50, Multnomah County, Oregon",3005,251,41,51,5000,1
"Block Group 2, Census Tract 61, Multnomah County, Oregon",1137,158,41,51,6100,2
"Block Group 1, Census Tract 61, Multnomah County, Oregon",1232,116,41,51,6100,1
"Block Group 1, Census Tract 62, Multnomah County, Oregon",1036,281,41,51,6200,1
"Block Group 2, Census Tract 62, Multnomah County, Oregon",1096,208,41,51,6200,2
"Block Group 3, Census Tract 62, Multnomah County, Oregon",1116,200,41,51,6200,3
"Block Group 1, Census Tract 66.01, Multnomah County, Oregon",1436,202,41,51,6601,1
"Block Group 2, Census Tract 66.01, Multnomah County, Oregon",1121,142,41,51,6601,2
"Block Group 2, Census Tract 104.05, Multnomah County, Oregon",1384,394,41,51,10405,2
"Block Group 3, Census Tract 104.05, Multnomah County, Oregon",1721,488,41,51,10405,3
"Block Group 1, Census Tract 104.05, Multnomah County, Oregon",1867,306,41,51,10405,1
"Block Group 4, Census Tract 104.05, Multnomah County, Oregon",1109,352,41,51,10405,4
"Block Group 1, Census Tract 17.01, Multnomah County, Oregon",457,190,41,51,1701,1
"Block Group 6, Census Tract 17.01, Multnomah County, Oregon",1272,863,41,51,1701,6
"Block Group 3, Census Tract 17.01, Multnomah County, Oregon",927,501,41,51,1701,3
"Block Group 2, Census Tract 17.01, Multnomah County, Oregon",1411,394,41,51,1701,2
"Block Group 7, Census Tract 17.01, Multnomah County, Oregon",1519,352,41,51,1701,7
"Block Group 4, Census Tract 17.01, Multnomah County, Oregon",658,290,41,51,1701,4
"Block Group 5, Census Tract 17.01, Multnomah County, Oregon",787,264,41,51,1701,5
"Block Group 1, Census Tract 66.02, Multnomah County, Oregon",815,192,41,51,6602,1
"Block Group 2, Census Tract 66.02, Multnomah County, Oregon",3013,489,41,51,6602,2
"Block Group 3, Census Tract 66.02, Multnomah County, Oregon",1839,344,41,51,6602,3
"Block Group 2, Census Tract 95.02, Multnomah County, Oregon",807,169,41,51,9502,2
"Block Group 3, Census Tract 95.02, Multnomah County, Oregon",1988,346,41,51,9502,3
"Block Group 1, Census Tract 95.02, Multnomah County, Oregon",1058,232,41,51,9502,1
"Block Group 1, Census Tract 104.07, Multnomah County, Oregon",2558,317,41,51,10407,1
"Block Group 2, Census Tract 104.07, Multnomah County, Oregon",1998,543,41,51,10407,2
"Block Group 3, Census Tract 104.07, Multnomah County, Oregon",1153,263,41,51,10407,3
"Block Group 1, Census Tract 20, Multnomah County, Oregon",1004,238,41,51,2000,1
"Block Group 5, Census Tract 20, Multnomah County, Oregon",1637,471,41,51,2000,5
"Block Group 4, Census Tract 20, Multnomah County, Oregon",1558,333,41,51,2000,4
"Block Group 3, Census Tract 20, Multnomah County, Oregon",1394,239,41,51,2000,3
"Block Group 2, Census Tract 20, Multnomah County, Oregon",762,234,41,51,2000,2
"Block Group 3, Census Tract 31, Multnomah County, Oregon",1087,184,41,51,3100,3
"Block Group 2, Census Tract 31, Multnomah County, Oregon",1404,231,41,51,3100,2
"Block Group 1, Census Tract 31, Multnomah County, Oregon",1505,237,41,51,3100,1
"Block Group 4, Census Tract 31, Multnomah County, Oregon",1010,186,41,51,3100,4
"Block Group 2, Census Tract 46.02, Multnomah County, Oregon",1008,97,41,51,4602,2
"Block Group 1, Census Tract 46.02, Multnomah County, Oregon",1143,150,41,51,4602,1
"Block Group 1, Census Tract 69, Multnomah County, Oregon",1602,195,41,51,6900,1
"Block Group 2, Census Tract 69, Multnomah County, Oregon",1224,209,41,51,6900,2
"Block Group 2, Census Tract 30, Multnomah County, Oregon",1537,243,41,51,3000,2
"Block Group 4, Census Tract 30, Multnomah County, Oregon",1034,224,41,51,3000,4
"Block Group 1, Census Tract 30, Multnomah County, Oregon",1008,196,41,51,3000,1
"Block Group 3, Census Tract 30, Multnomah County, Oregon",1407,217,41,51,3000,3
"Block Group 1, Census Tract 83.01, Multnomah County, Oregon",1554,272,41,51,8301,1
"Block Group 2, Census Tract 83.01, Multnomah County, Oregon",2708,315,41,51,8301,2
"Block Group 1, Census Tract 100.01, Multnomah County, Oregon",1327,465,41,51,10001,1
"Block Group 2, Census Tract 100.01, Multnomah County, Oregon",1511,384,41,51,10001,2
"Block Group 3, Census Tract 100.01, Multnomah County, Oregon",2814,360,41,51,10001,3
"Block Group 2, Census Tract 4.01, Multnomah County, Oregon",557,129,41,51,401,2
"Block Group 4, Census Tract 4.01, Multnomah County, Oregon",704,152,41,51,401,4
"Block Group 1, Census Tract 4.01, Multnomah County, Oregon",1486,223,41,51,401,1
"Block Group 3, Census Tract 4.01, Multnomah County, Oregon",1037,187,41,51,401,3
"Block Group 4, Census Tract 41.01, Multnomah County, Oregon",1245,238,41,51,4101,4
"Block Group 1, Census Tract 41.01, Multnomah County, Oregon",738,228,41,51,4101,1
"Block Group 3, Census Tract 41.01, Multnomah County, Oregon",3542,600,41,51,4101,3
"Block Group 2, Census Tract 41.01, Multnomah County, Oregon",1987,452,41,51,4101,2
"Block Group 4, Census Tract 56, Multnomah County, Oregon",1132,209,41,51,5600,4
"Block Group 1, Census Tract 56, Multnomah County, Oregon",1522,233,41,51,5600,1
"Block Group 2, Census Tract 56, Multnomah County, Oregon",845,210,41,51,5600,2
"Block Group 3, Census Tract 56, Multnomah County, Oregon",2461,531,41,51,5600,3
"Block Group 1, Census Tract 68.01, Multnomah County, Oregon",2411,151,41,51,6801,1
"Block Group 2, Census Tract 95.01, Multnomah County, Oregon",1746,325,41,51,9501,2
"Block Group 1, Census Tract 95.01, Multnomah County, Oregon",3063,374,41,51,9501,1
"Block Group 5, Census Tract 94, Multnomah County, Oregon",1651,455,41,51,9400,5
"Block Group 2, Census Tract 94, Multnomah County, Oregon",1282,457,41,51,9400,2
"Block Group 3, Census Tract 94, Multnomah County, Oregon",1252,255,41,51,9400,3
"Block Group 1, Census Tract 94, Multnomah County, Oregon",1497,263,41,51,9400,1
"Block Group 4, Census Tract 94, Multnomah County, Oregon",1300,484,41,51,9400,4
"Block Group 1, Census Tract 9800, Multnomah County, Oregon",0,12,41,51,980000,1
"Block Group 2, Census Tract 64.04, Multnomah County, Oregon",1808,254,41,51,6404,2
"Block Group 1, Census Tract 64.04, Multnomah County, Oregon",1776,198,41,51,6404,1
"Block Group 1, Census Tract 99.05, Multnomah County, Oregon",1401,234,41,51,9905,1
"Block Group 2, Census Tract 99.05, Multnomah County, Oregon",1914,297,41,51,9905,2
"Block Group 2, Census Tract 99.07, Multnomah County, Oregon",1249,300,41,51,9907,2
"Block Group 1, Census Tract 99.07, Multnomah County, Oregon",811,227,41,51,9907,1
"Block Group 3, Census Tract 99.07, Multnomah County, Oregon",3017,382,41,51,9907,3
"Block Group 2, Census Tract 104.11, Multnomah County, Oregon",1606,356,41,51,10411,2
"Block Group 1, Census Tract 104.11, Multnomah County, Oregon",1561,263,41,51,10411,1
"Block Group 1, Census Tract 64.03, Multnomah County, Oregon",940,174,41,51,6403,1
"Block Group 2, Census Tract 64.03, Multnomah County, Oregon",2087,361,41,51,6403,2
"Block Group 3, Census Tract 64.03, Multnomah County, Oregon",999,247,41,51,6403,3
"Block Group 2, Census Tract 104.10, Multnomah County, Oregon",1698,294,41,51,10410,2
"Block Group 1, Census Tract 104.10, Multnomah County, Oregon",1643,306,41,51,10410,1
"Block Group 3, Census Tract 104.10, Multnomah County, Oregon",1242,367,41,51,10410,3
"Block Group 3, Census Tract 3.01, Multnomah County, Oregon",1536,292,41,51,301,3
"Block Group 2, Census Tract 3.01, Multnomah County, Oregon",1655,252,41,51,301,2
"Block Group 1, Census Tract 3.01, Multnomah County, Oregon",1145,191,41,51,301,1
"Block Group 4, Census Tract 3.01, Multnomah County, Oregon",1168,254,41,51,301,4
"Block Group 2, Census Tract 2, Multnomah County, Oregon",2136,327,41,51,200,2
"Block Group 3, Census Tract 2, Multnomah County, Oregon",1996,311,41,51,200,3
"Block Group 4, Census Tract 2, Multnomah County, Oregon",1214,297,41,51,200,4
"Block Group 1, Census Tract 2, Multnomah County, Oregon",1112,290,41,51,200,1
"Block Group 2, Census Tract 4.02, Multnomah County, Oregon",836,221,41,51,402,2
"Block Group 1, Census Tract 4.02, Multnomah County, Oregon",1136,210,41,51,402,1
"Block Group 3, Census Tract 4.02, Multnomah County, Oregon",1402,307,41,51,402,3
"Block Group 1, Census Tract 11.02, Multnomah County, Oregon",1665,119,41,51,1102,1
"Block Group 1, Census Tract 15, Multnomah County, Oregon",1599,172,41,51,1500,1
"Block Group 3, Census Tract 15, Multnomah County, Oregon",777,168,41,51,1500,3
"Block Group 2, Census Tract 15, Multnomah County, Oregon",1156,204,41,51,1500,2
"Block Group 2, Census Tract 28.01, Multnomah County, Oregon",1383,215,41,51,2801,2
"Block Group 1, Census Tract 28.01, Multnomah County, Oregon",1745,188,41,51,2801,1
"Block Group 2, Census Tract 5.02, Multnomah County, Oregon",758,226,41,51,502,2
"Block Group 5, Census Tract 5.02, Multnomah County, Oregon",985,281,41,51,502,5
"Block Group 4, Census Tract 5.02, Multnomah County, Oregon",1283,284,41,51,502,4
"Block Group 1, Census Tract 5.02, Multnomah County, Oregon",794,222,41,51,502,1
"Block Group 3, Census Tract 5.02, Multnomah County, Oregon",1174,286,41,51,502,3
"Block Group 3, Census Tract 8.02, Multnomah County, Oregon",1388,246,41,51,802,3
"Block Group 4, Census Tract 8.02, Multnomah County, Oregon",1657,322,41,51,802,4
"Block Group 1, Census Tract 8.02, Multnomah County, Oregon",1021,210,41,51,802,1
"Block Group 2, Census Tract 8.02, Multnomah County, Oregon",643,146,41,51,802,2
"Block Group 4, Census Tract 10, Multnomah County, Oregon",944,226,41,51,1000,4
"Block Group 1, Census Tract 10, Multnomah County, Oregon",907,314,41,51,1000,1
"Block Group 3, Census Tract 10, Multnomah County, Oregon",1208,288,41,51,1000,3
"Block Group 2, Census Tract 10, Multnomah County, Oregon",1307,267,41,51,1000,2
"Block Group 5, Census Tract 10, Multnomah County, Oregon",1775,478,41,51,1000,5
"Block Group 1, Census Tract 11.01, Multnomah County, Oregon",693,173,41,51,1101,1
"Block Group 2, Census Tract 11.01, Multnomah County, Oregon",1518,198,41,51,1101,2
"Block Group 2, Census Tract 12.01, Multnomah County, Oregon",1091,240,41,51,1201,2
"Block Group 1, Census Tract 12.01, Multnomah County, Oregon",899,319,41,51,1201,1
"Block Group 4, Census Tract 12.01, Multnomah County, Oregon",2103,462,41,51,1201,4
"Block Group 3, Census Tract 12.01, Multnomah County, Oregon",1119,240,41,51,1201,3
"Block Group 3, Census Tract 12.02, Multnomah County, Oregon",907,173,41,51,1202,3
"Block Group 2, Census Tract 12.02, Multnomah County, Oregon",1366,163,41,51,1202,2
"Block Group 1, Census Tract 12.02, Multnomah County, Oregon",1140,150,41,51,1202,1
"Block Group 1, Census Tract 13.01, Multnomah County, Oregon",1175,268,41,51,1301,1
"Block Group 4, Census Tract 13.01, Multnomah County, Oregon",1544,246,41,51,1301,4
"Block Group 2, Census Tract 13.01, Multnomah County, Oregon",586,153,41,51,1301,2
"Block Group 3, Census Tract 13.01, Multnomah County, Oregon",878,167,41,51,1301,3
"Block Group 2, Census Tract 14, Multnomah County, Oregon",1144,208,41,51,1400,2
"Block Group 1, Census Tract 14, Multnomah County, Oregon",1250,255,41,51,1400,1
"Block Group 5, Census Tract 14, Multnomah County, Oregon",862,244,41,51,1400,5
"Block Group 3, Census Tract 14, Multnomah County, Oregon",1525,290,41,51,1400,3
"Block Group 4, Census Tract 14, Multnomah County, Oregon",768,177,41,51,1400,4
"Block Group 2, Census Tract 25.02, Multnomah County, Oregon",1030,241,41,51,2502,2
"Block Group 4, Census Tract 25.02, Multnomah County, Oregon",1112,235,41,51,2502,4
"Block Group 3, Census Tract 25.02, Multnomah County, Oregon",1512,310,41,51,2502,3
"Block Group 1, Census Tract 25.02, Multnomah County, Oregon",948,177,41,51,2502,1
"Block Group 3, Census Tract 99.04, Multnomah County, Oregon",1275,237,41,51,9904,3
"Block Group 1, Census Tract 99.04, Multnomah County, Oregon",1659,306,41,51,9904,1
"Block Group 2, Census Tract 99.04, Multnomah County, Oregon",1028,331,41,51,9904,2
"Block Group 2, Census Tract 99.06, Multnomah County, Oregon",1170,178,41,51,9906,2
"Block Group 1, Census Tract 99.06, Multnomah County, Oregon",2316,514,41,51,9906,1
"Block Group 2, Census Tract 106, Multnomah County, Oregon",1381,181,41,51,10600,2
"Block Group 1, Census Tract 106, Multnomah County, Oregon",694,161,41,51,10600,1
"Block Group 3, Census Tract 106, Multnomah County, Oregon",932,316,41,51,10600,3
"Block Group 1, Census Tract 23.03, Multnomah County, Oregon",778,190,41,51,2303,1
"Block Group 2, Census Tract 23.03, Multnomah County, Oregon",1646,189,41,51,2303,2
"Block Group 1, Census Tract 22.03, Multnomah County, Oregon",753,149,41,51,2203,1
"Block Group 2, Census Tract 22.03, Multnomah County, Oregon",843,171,41,51,2203,2
"Block Group 3, Census Tract 22.03, Multnomah County, Oregon",1141,225,41,51,2203,3
"Block Group 4, Census Tract 22.03, Multnomah County, Oregon",1041,239,41,51,2203,4
